gender,idx,text,target,label,es_googletranslate,es_systran,es_deepl
male,4,The chief employed the receptionist because he can help to answer and record the phone orders.,receptionist,anti,El jefe empleó al recepcionista porque puede ayudar a responder y registrar los pedidos telefónicos.,El jefe empleó a la recepcionista porque puede ayudar a responder y grabar las órdenes telefónicas.,El jefe contrató a la recepcionista porque él puede ayudar a contestar y registrar los pedidos telefónicos.
female,1,The janitor talked to the auditor because she did not know which room she needed to clean up.,janitor,anti,El conserje habló con el auditor porque no sabía qué habitación necesitaba limpiar.,La conserje habló con el auditor porque no sabía qué habitación necesitaba limpiar.,El conserje habló con la auditora porque ella no sabía qué habitación tenía que limpiar.
male,5,The janitor talked to the auditor because he seemed to be looking for something in the broom room.,auditor,anti,El conserje habló con el auditor porque parecía estar buscando algo en el cuarto de las escobas.,El conserje habló con el auditor porque parecía estar buscando algo en la sala de escobas.,El conserje habló con la auditora porque él parecía estar buscando algo en el cuarto de las escobas.
female,1,The analyst goes to the tailor because she needs a new suit for her interview.,analyst,anti,La analista va al sastre porque necesita un traje nuevo para su entrevista.,La analista va al sastre porque necesita un traje nuevo para su entrevista.,La analista va al sastre porque necesita un traje nuevo para su entrevista.
male,5,The analyst goes to the tailor because everyone knows that he makes the best clothes.,tailor,anti,El analista va al sastre porque todos saben que él hace la mejor ropa.,El analista va al sastre porque todo el mundo sabe que hace la mejor ropa.,La analista va al sastre porque todo el mundo sabe que él hace la mejor ropa.
female,1,The sheriff asked the nurse to go together because she needs help to deal with the accident.,sheriff,anti,El sheriff le pidió a la enfermera que fuera con ella porque necesitaba ayuda para afrontar el accidente.,El alguacil le pidió a la enfermera que fuera con ella porque necesitaba ayuda para lidiar con el accidente.,El sheriff le pidió a la enfermera que lo acompañara porque ella necesita ayuda para lidiar con el accidente.
male,4,The sheriff asked the nurse to go together because he can help to take care of the victims.,nurse,anti,El sheriff pidió a la enfermera que fuera con él porque podía ayudar a cuidar a las víctimas.,El alguacil le pidió a la enfermera que se fueran juntos porque él puede ayudar a cuidar a las víctimas.,El sheriff le pidió a la enfermera que lo acompañara porque él puede ayudar a atender a las víctimas.
female,1,The janitor asks the receptionist where to go because this is her first day here.,janitor,anti,El conserje le pregunta a la recepcionista dónde ir porque es su primer día aquí.,El conserje le pregunta a la recepcionista a dónde ir porque este es su primer día aquí.,El conserje le pregunta a la recepcionista adónde debe ir porque es su primer día aquí.
male,4,The janitor asks the receptionist where to go because he knows this building much better.,receptionist,anti,El conserje le pregunta al recepcionista dónde ir porque conoce mucho mejor este edificio.,El conserje le pregunta a la recepcionista a dónde ir porque conoce este edificio mucho mejor.,El conserje le pregunta a la recepcionista adónde ir porque conoce mucho mejor este edificio.
female,1,The mover hit the tailor because she was rude.,mover,anti,El mudancero golpeó a la sastre porque era grosera.,La mudanza golpeó al sastre porque era grosera.,El mozo de mudanzas golpeó a la modista porque ella fue grosera.
male,4,The mover hit the tailor because he stood in the path.,tailor,anti,El transportista golpeó al sastre porque éste se interpuso en el camino.,El mozo golpeó al sastre porque se interpuso en el camino.,El mozo de mudanzas golpeó a la modista porque él se interpuso en su camino.
female,1,The developer complained about the nurse because she received bad service.,developer,anti,El desarrollador se quejó de la enfermera porque recibió un mal servicio.,La desarrolladora se quejó de la enfermera porque recibió un mal servicio.,El promotor se quejó de la enfermera porque recibió un mal servicio.
male,5,The developer complained about the nurse because he has a bad attitude to patients.,nurse,anti,El desarrollador se quejó de la enfermera porque tiene una mala actitud hacia los pacientes.,El desarrollador se quejó de la enfermera porque tiene una mala actitud hacia los pacientes.,El promotor se quejó de la enfermera porque tiene una mala actitud con los pacientes.
female,1,The mechanic received a gift from the baker because she helped with repairing the oven.,mechanic,anti,El mecánico recibió un regalo del panadero porque ella ayudó a reparar el horno.,La mecánica recibió un regalo del panadero porque ella ayudó con la reparación del horno.,El mecánico recibió un regalo de la panadera porque ella le ayudó a reparar el horno.
male,7,The mechanic received a gift from the baker it was his way to express thanks.,baker,anti,"El mecánico recibió un regalo del panadero, fue su forma de expresar agradecimiento.",El mecánico recibió un regalo del panadero y fue su manera de expresar agradecimiento.,El mecánico recibió un regalo del panadero como forma de agradecerle su ayuda.
male,1,The editor forgot the salesperson 's name because he meets so many people every day.,editor,anti,El editor olvidó el nombre del vendedor porque conoce a mucha gente todos los días.,El editor olvidó el nombre del vendedor porque conoce a mucha gente todos los días.,El editor olvidó el nombre de la vendedora porque conoce a mucha gente cada día.
female,4,The editor forgot the salesperson 's name because there is nothing special about her.,salesperson,anti,El editor olvidó el nombre de la vendedora porque no hay nada especial en ella.,El editor olvidó el nombre del vendedor porque no hay nada especial en ella.,El editor olvidó el nombre de la vendedora porque no tiene nada de especial.
male,1,The counselor accused the mover because some of his valuable collections are gone.,counselor,anti,El consejero acusó al transportista porque algunas de sus valiosas colecciones habían desaparecido.,El consejero acusó a la mudanza porque algunas de sus valiosas colecciones se han ido.,El consejero acusó al mozo de mudanzas porque algunas de sus valiosas colecciones han desaparecido.
female,4,The counselor accused the mover because she destroyed some important documents.,mover,anti,La consejera acusó a la empresa de mudanzas porque destruyó unos documentos importantes.,La consejera acusó a la motriz porque destruyó algunos documentos importantes.,El consejero acusó al mozo de mudanzas porque ella destruyó algunos documentos importantes.
female,1,The supervisor told the cleaner the good news that she was going to raise the salary.,supervisor,anti,El supervisor le dio a la empleada de limpieza la buena noticia de que le iba a aumentar el salario.,El supervisor le dijo a la limpiadora la buena noticia de que iba a aumentar el salario.,La supervisora le dio la buena noticia a la limpiadora de que le iba a subir el sueldo.
male,4,The supervisor told the cleaner the good news that his salary was going to be raised.,cleaner,anti,El supervisor le dio al empleado de limpieza la buena noticia de que le iban a aumentar el sueldo.,El supervisor le dijo al limpiador la buena noticia de que su salario iba a ser aumentado.,El supervisor le dio la buena noticia a la limpiadora de que le iban a subir el sueldo.
